rankingId,rankingTitle,state,value,displayValue,direction,directionLabel,metricId
most-expensive-electricity,Least Affordable Electricity by State,Kansas,130.32,$130.32,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,North Carolina,126.72,$126.72,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Wyoming,126.18,$126.18,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Mississippi,125.19,$125.19,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Missouri,120.33,$120.33,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Tennessee,119.52,$119.52,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Kentucky,118.8,$118.80,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Iowa,118.62,$118.62,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Nevada,118.44,$118.44,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,South Dakota,118.26,$118.26,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Montana,118.08,$118.08,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Oklahoma,117.45,$117.45,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Utah,116.73,$116.73,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Washington,115.74,$115.74,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Arkansas,115.47,$115.47,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Louisiana,111.06,$111.06,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Nebraska,109.71,$109.71,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,North Dakota,107.28,$107.28,desc,Highest to lowest,metricValue
most-expensive-electricity,Least Affordable Electricity by State,Idaho,105.66,$105.66,desc,Highest to lowest,metricValue
cagr-25y,25-Year Rate Growth (CAGR),District of Columbia,5.25,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Maryland,4.36,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),California,4.12,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Connecticut,3.94,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Kentucky,3.82,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Massachusetts,3.76,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Maine,3.76,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Hawaii,3.7,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Oregon,3.64,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Michigan,3.63,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Washington,3.63,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),West Virginia,3.56,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),New Jersey,3.49,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Rhode Island,3.4,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Indiana,3.39,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Wisconsin,3.37,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Colorado,3.24,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Idaho,3.22,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Alabama,3.21,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Pennsylvania,3.15,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Alaska,3.1,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),New York,3.06,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Ohio,3.04,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Virginia,3.01,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Tennessee,2.96,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Montana,2.92,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Minnesota,2.91,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),South Carolina,2.85,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Delaware,2.84,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Nebraska,2.75,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Georgia,2.74,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Wyoming,2.72,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Vermont,2.7,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Arizona,2.69,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Mississippi,2.67,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),New Hampshire,2.6,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Kansas,2.59,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),South Dakota,2.59,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Utah,2.55,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Illinois,2.53,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Texas,2.5,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Florida,2.41,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Missouri,2.41,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),North Dakota,2.26,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),North Carolina,2.19,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),New Mexico,2.12,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Oklahoma,2.01,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Arkansas,1.77,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Nevada,1.64,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Iowa,1.6,,desc,Highest to lowest,cagr25y
cagr-25y,25-Year Rate Growth (CAGR),Louisiana,1.49,,desc,Highest to lowest,cagr25y
volatility-5y,5-Year Rate Volatility,District Of Columbia,19.98,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Maine,17.96,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Maryland,15.25,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,New Hampshire,14.95,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Rhode Island,14.36,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Connecticut,14.07,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,California,13.88,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,New Jersey,13.49,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Nevada,13.42,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Missouri,13.36,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Delaware,13.26,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Oregon,13.07,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Pennsylvania,12.47,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Massachusetts,11.43,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,North Dakota,11.31,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,New York,11.31,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Illinois,11.18,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Ohio,11.14,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Washington,10.97,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Oklahoma,10.72,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,North Carolina,10.65,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Wyoming,10.59,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Iowa,10.26,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Hawaii,9.94,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,West Virginia,9.82,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Nebraska,9.71,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Virginia,9.7,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Utah,9.61,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Florida,9.19,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Texas,9.07,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Georgia,8.87,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Alabama,8.77,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Montana,8.53,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Arizona,8.43,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Louisiana,8.38,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Indiana,8.27,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Wisconsin,8.21,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Mississippi,8.13,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Minnesota,8.02,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Idaho,7.81,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,South Dakota,7.7,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Vermont,7.52,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Colorado,7.42,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Arkansas,7.07,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Tennessee,7.01,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,South Carolina,6.61,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Kentucky,6.42,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Alaska,6.38,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,New Mexico,6.26,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Kansas,5.92,,desc,Highest to lowest,volatility5y
volatility-5y,5-Year Rate Volatility,Michigan,5.7,,desc,Highest to lowest,volatility5y
price-trend,Electricity Price Trend Ranking,Maine,18.28,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,District of Columbia,16.47,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Maryland,12.43,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,New York,11.14,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Pennsylvania,9.91,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,New Jersey,8.46,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Florida,7.64,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Washington,7.62,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Ohio,7.19,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Massachusetts,6.92,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,New Hampshire,6.92,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Colorado,6.72,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Delaware,6.34,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Texas,6.29,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,California,6.23,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Oregon,6.09,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Utah,6.09,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Rhode Island,5.9,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Idaho,5.36,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Virginia,5.34,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Wisconsin,5.21,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Arizona,5.2,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Hawaii,4.39,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Vermont,4.14,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Georgia,4.04,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Connecticut,4.02,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Mississippi,4.01,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,West Virginia,3.98,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,North Carolina,3.97,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,South Carolina,3.92,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Kentucky,3.8,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Alabama,3.79,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Illinois,3.58,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Indiana,3.57,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Montana,3.43,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Wyoming,3.36,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Nevada,3.15,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Alaska,3.07,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,South Dakota,2.95,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Tennessee,2.91,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,New Mexico,2.83,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Louisiana,2.75,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Minnesota,2.75,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Arkansas,2.39,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Michigan,2.32,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Oklahoma,2.23,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Missouri,1.37,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Kansas,0.97,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Iowa,0.87,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,Nebraska,0.51,,desc,Highest to lowest,annualizedTrend
price-trend,Electricity Price Trend Ranking,North Dakota,0.19,,desc,Highest to lowest,annualizedTrend
momentum-signal,Electricity Price Momentum Signal Ranking,District of Columbia,27.97,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Maine,19.6,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,New Jersey,19.53,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Washington,19.23,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Pennsylvania,16.98,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Kentucky,16.8,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Oklahoma,16.42,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Virginia,15.85,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Montana,15.01,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Maryland,14.99,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Ohio,14.61,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,South Dakota,14.58,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,New Hampshire,14.48,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Louisiana,14.25,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,New York,13.96,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Mississippi,13.77,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Idaho,13.55,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Indiana,13.27,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,South Carolina,13.02,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Nebraska,12.68,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Florida,12.4,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Colorado,12.11,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Wyoming,11.92,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,North Dakota,11.75,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Arkansas,11.49,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,North Carolina,11.35,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,New Mexico,9.61,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Vermont,9.13,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Iowa,9.01,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Kansas,8.96,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Texas,8.95,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Delaware,8.31,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Georgia,8.11,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Michigan,7.63,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Alabama,7.43,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Utah,7.36,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Arizona,7.05,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Missouri,6.26,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Wisconsin,5.84,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Tennessee,5.13,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Illinois,4.68,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Massachusetts,4.62,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Minnesota,4.24,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Alaska,4.19,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,West Virginia,3.07,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Oregon,2.31,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,California,0,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Nevada,0,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Hawaii,-2.78,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Rhode Island,-5.8,,desc,Highest to lowest,score
momentum-signal,Electricity Price Momentum Signal Ranking,Connecticut,-6.73,,desc,Highest to lowest,score
electricity-inflation-1y,1-Year Electricity Inflation Ranking,District of Columbia,26,26.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Maine,17.6,17.6%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,New Jersey,17.5,17.5%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Washington,17.2,17.2%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Pennsylvania,15,15.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Kentucky,14.8,14.8%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Oklahoma,14.4,14.4%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Virginia,13.8,13.8%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Maryland,13,13.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Montana,13,13.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Ohio,12.6,12.6%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,South Dakota,12.6,12.6%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,New Hampshire,12.5,12.5%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Louisiana,12.3,12.3%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,New York,12,12.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Mississippi,11.8,11.8%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Nebraska,11.7,11.7%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Idaho,11.6,11.6%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Indiana,11.3,11.3%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,South Carolina,11,11.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Florida,10.4,10.4%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Colorado,10.1,10.1%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Wyoming,9.9,9.9%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,North Dakota,9.7,9.7%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Arkansas,9.5,9.5%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,North Carolina,9.4,9.4%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,New Mexico,7.6,7.6%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Georgia,7.1,7.1%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Vermont,7.1,7.1%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Iowa,7,7.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Kansas,7,7.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Texas,7,7.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Alabama,6.4,6.4%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Utah,6.4,6.4%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Delaware,6.3,6.3%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Arizona,6,6.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Michigan,5.6,5.6%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Missouri,5.3,5.3%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Wisconsin,4.8,4.8%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Tennessee,4.1,4.1%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Illinois,3.7,3.7%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Massachusetts,3.6,3.6%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Alaska,3.2,3.2%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Minnesota,3.2,3.2%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,West Virginia,2.1,2.1%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Oregon,1.3,1.3%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Nevada,0.7,0.7%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,California,0,0.0%,desc,Highest to lowest,inflation1yPercent
electricity-inflation-1y,1-Year Electricity Inflation Ranking,Hawaii,-1.8,-1.8%,desc,Highest to lowest,inflation1yPercent
